nombre,sexo,edad,tamaño,especie,descripcion,protectora,ubicación,peso,nivel_actividad,mi_historia,url,origen,cluster
Aura,Female,Young,Large,Dog,"Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Independent, Obedient, Shy",EconcienciaProtectora,"Murcia, España",26 kg,Medium,Aura es una perrita de 4 años. Lleva todo este tiempo desde que nacío esperando una adopción. Ella y su hermano desean tener una familia. Son hermosos y guapos. Un buen caracater. Aura es timida pero con un corazón enorme llenito de amor.,https://petshelter.miwuki.com/c/XvnQs86Cv0,miwuki,2
Camila Boxer,Female,Young,Medium,Dog,"Good at home, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Independent, Playful, Likes to walk, Protective",Omeyocan AcProtectora,"Ciudad de México, México",0 kg,Low,"Camila es una perrita amigable, tranquila, curiosa y cariñosa, sociable con niños y con perritos. Ella es cruza de boxer y proviene del antirrábico.",https://petshelter.miwuki.com/c/HcEMDah3U4,miwuki,0
Pocahontas,Female,Adult,Unknown,Dog,"Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Protective",Omeyocan AcProtectora,"Ciudad de México, México",0 kg,Low,"Amigable y tranquila, se lleva bien con otros perritos.",https://petshelter.miwuki.com/c/u8DFNKOxGA,miwuki,0
Rocky,Male,Puppy,Medium,Dog,"Good in the car, Good with children, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Likes to walk",Raul F.Particular,"Madrid, España",23 kg,High,"Rocky es un perro mestizo muy cariñoso y juguetón acostumbrado a los niños.
Le gusta correr por el campo y jugar con las personas y otros perros.",https://petshelter.miwuki.com/c/korNLVpi5d,miwuki,0
Jack,Male,Adult,Small,Dog,"Good at home, Good with cats, Good with children, Good with other dogs, Good with people",Els nostres petitsProtectora,"Barcelona, España",7 kg,Medium,"Holaa!!Jack tiene  6 años toda la vida viendo con su dueño hasta que fallecido y los hijos no lo querían y aquí está en el club para encontrarle una segunda oportunidad!!! Se lleva bien con gatos, perros y niños!!!! Vamos a darle mucho amor!! 

#adopcion #jackrusellpuro #tengo6años",https://petshelter.miwuki.com/c/kUuiTWmSBL,miwuki,2
Terry,Male,Adult,Medium,Dog,"Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Likes to walk, Protective",Yazmin P.Particular,"Ciudad de México, México",0 kg,High,"Cariñoso, juguetón y protector",https://petshelter.miwuki.com/c/vRvYHw4pUM,miwuki,0
Mestizo de American Stanfford En Adopción O Acogida,Male,Puppy,Medium,Dog,"Good at home, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Playful",Adopta_esProtectora,"Barcelona, España",0 kg,Medium,"Hola de nuevo y ¡buenos días familia!

Hoy os venimos a presentar a este precioso cachorro en adopción o acogida URGENTE.

Aunque no tiene ya 1 mes, se merece un hogar igual.

🚨Ya no puede estar más donde se encuentra, es muy urgente porfavor. 🚨

SUS DATOS/ 🤎

👉Edad: 5 meses.
👉Sexo: Macho.
👉Tamaño: Mediano.
👉Raza: Mestizo de American Stanfford.
👉Salud:
✅Vacunado. 
✅Cartilla veterinaria al día.
❎Esterilizado. 
📍Ubicación: Hospitalet de Llobregat, Barcelona.

📥Contacto: Privado de Instagram o difusionadoptaespana21@gmail.com

No se sabe si en un futuro necesitara licencia PPP, depende de la comunidad y características del cachorro cuando crezca. 🏘️

⚠️Se entrega con proceso y contrato de adopción y/o acogida. ⚠️

Este pequeño está buscando un hogar y esperamos que encuentre una familia muy pronto. 🏘️🤞

Si estás interesadx en su adopción o acogida, contacta con nosotros y te explicaremos todo con mucho gusto. ❤️

Si no puedes adoptar o acoger... Comparte y difunde para que pueda llegar hasta su futuro adoptante o acogida. 📢🏘️

¡Muchas gracias!

#americanstanfford
#mestizo #adopta #barcelona
#acoge #adoptanocompres #enadopcion #enacogida #urgente",https://petshelter.miwuki.com/c/E2jM3Fovwx,miwuki,0
Corso,Male,Adult,Unknown,Dog,"Good in the car, Good with other dogs, Good with people, Affectionate, Likes company, Playful",La Huella Roja AlmeríaProtectora,"Almería, España",kg,Medium,"🐾CORSO🐾 MACHO F.N: 01-05-2022 TAMAÑO GRANDE (CM) KG PODENCO CANARIO EN EL REFUGIO DESDE: 05-12-2024 Otro podenco abandonado a su suerte, es un perro activo, súper cariñoso, muy alegre y muy sociable con perros. Antes de llegar a nosotros una persona se ofreció a adoptarlo, pero dice que es un poco nervioso en la ciudad, y no es una persona joven y con problemas de rodilla, y le daba miedo que la tirara, nos comenta que en casa es súper tranquilo. Al ser devuelto a la persona que lo encontró, esta es la que nos contactó, y ahora se encuentra feliz en el refugio con muchos nuevos amigos. Si quieres darle un hogar, escríbenos!!! 🔴 Siempre se necesitan madrinas o padrinos para ayudarnos con sus gastos, si estas interesado en adoptar, amadrinar, o cualquier duda escribe a lahuellaroja.almeria@gmail.com 🟡 Si quieres ayudar con los gastos: Unicaja: ES 77 – 2103-5011-11- 0030006775 Swift code: UCJAES2M PAYPAL (Opción familiar o amigo): lahuellaroja.almeria@gmail.com TEAMING: https://www.teaming.net/lahuellarojaalmeria?lang=es_ES 🟠 También tenemos lista de deseos en Amazon https://www.amazon.es/hz/wishlist/ls/1N1XDRAAWCWNH?ref_=wl_share 🟣 Puedes visitar nuestra pagina web: http:///www.lahuellarojaalmeria.com Nuestro Facebook: La Huella Roja Almería Nuestro Instagram: la_huella_roja Nuestro X (Twitter): @lahuellaroja Nuestro TikTok: @la_huella_roja 🟢 Hazte voluntario: lahuellaroja.voluntarios@gmail.com 🔵 Hazte socio: lahuellaroja.socio@gmail.com MUCHAS GRACIAS!!!",https://petshelter.miwuki.com/c/lym0UURD8a,miwuki,0
Collie,Unknown,Puppy,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk",Juan R.Particular,"Barcelona, España",kg,Undetermined,4 bordel collie buscando hogar,https://petshelter.miwuki.com/c/F7SZaLxOIJ,miwuki,0
Brutus,Male,Young,Medium,Dog,Good with people,Asociación AnimalejosProtectora,"Segovia, España",0 kg,Undetermined,"Este pequeño carboncillo es Brutus. Un espectacular perro de un año y medio aproximadamente. Es muy cariñoso y bueno. Le encanta jugar y que le hagan mimos. Como todo adolescente tiene energía para seguirte a todas partes. 
Si conoces la raza y sus necesidades no dudes en venir a conocerlo y dar un paseo con el.",https://petshelter.miwuki.com/c/dv0oAoqQKw,miwuki,2
Brex,Male,Young,Large,Dog,"Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Obedient",Pet Refuge ValenciaProtectora,"Valencia, España",28 kg,High,"Cruce de Braco y Bretón. Tiene una enfermedad llamada Addison, precisa medicación a diario de por vida.",https://petshelter.miwuki.com/c/P5asecPLfU,miwuki,2
Terry,Male,Young,Large,Dog,"Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Independent, Obedient, Shy",EconcienciaProtectora,"Murcia, España",26 kg,Low,"Terry es un perro mezcla pitbull y podenco. Es un amor de perro, tiene un gran caracter y se lleva bien con niños, adultos y otros animales. Terry es tan especial y educado que cada ves que te ve sonrie y te busca para que les caricias. Te persigue y observa lo que haces y te mira con un amor que derrite.",https://petshelter.miwuki.com/c/KTosISDyrP,miwuki,2
Dante,Male,Young,Medium,Dog,"Good with other animals, Good temperament, Playful",Asociación Colaboración AnimalProtectora,"La Rioja, España",0 kg,Undetermined,Encontrado por la policía tras ser abandonado. Pasó a la perrera municipal de donde lo sacamos porque no ganaba peso y temían por su salud. Ahora está en una guardería canina esperando a su futura familia,https://petshelter.miwuki.com/c/eTpl4499cf,miwuki,0
Jara,Female,Adult,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Playful, Likes to walk",Sandra M.Particular,"Toledo, España",20 kg,High,"Jara es una American Stanfords en adopción por motivos de salud sus dueños no pueden seguir cuidando de ella por lo que la están buscando un nuevo hogar donde pueda seguir siendo feliz. Es muy buena y noble, con los niños se lleva genial y sabe comportarse en casa.",https://petshelter.miwuki.com/c/1O9CWXJES8,miwuki,0
Escocia,Female,Puppy,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Affectionate, Likes company, Playful",PETJADES TROBADESProtectora,"Valencia, España",10 kg,Undetermined,"Será de tamaño mediano creemos (20-25kg)

Escocia fue una de las bebés que sacamos de la perrera junto con su hermana Faiza. Buscamos una casa DEFINITIVA 🏡 con una familia que ya tenga un perro o sino, su hermana y ella juntas. 

Es una perrita muy sociable con todos los perros y con personas, y niñxs. Enseguida te da besitos cuando te ve y agradece mucho tu compañía. Es juguetona y muy buena. Le encanta la gente y jugar con perros y juguetes.",https://petshelter.miwuki.com/c/ICaD6fucOT,miwuki,0
Bagheera,Female,Young,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company",Protectora de Animales Salvando Almas PurasProtectora,"Madrid, España",21 kg,Low,"Es una perrita majísima, tanto con personas como con otros perros. Es sorda, pero eso no la impide ser feliz ya que lo es de nacimiento. Con los gatos no se lleva muy bien, la llaman demasiado la atención.",https://petshelter.miwuki.com/c/824cJejGVe,miwuki,0
Cosmo,Male,Young,Medium,Dog,"Good with other dogs, Good with people, Affectionate, Likes company, Playful, Likes to walk, Protective",Paula V.Particular,"Valencia, España",18 kg,Undetermined,"Necesitamos una adopción urgente para cosmo, es un perro adorable pero necesita una familia que lo sepan educar y tengan tiempo para trabajar algunos aspectos con el. Para nosotros está siendo muy difícil por temas de movilidad y temas personales. Queremos buscarle un hogar donde puedan dedicarle el tiempo que nosotros no podemos.",https://petshelter.miwuki.com/c/10TjmfR3SW,miwuki,0
Leo,Male,Young,Small,Dog,"Good at home, Good with other dogs, Good with people, Affectionate, Sleepy, Independent, Playful, Likes to walk, Shy",Florencia G.Particular,"Pontevedra, España",5 kg,Medium,"Con muchísima pena, por no poder ya atenderle, a Leo le debo buscar una nueva familia, que le quiera tanto o más como hemos hecho nosotros.
Es un perrito muy alegre, juguetón y cariñoso, aunque algo tímido con extraños. Pero si se le hace un mimo o se juega con él, ya es tu mejor amigo :)",https://petshelter.miwuki.com/c/qkxl6yYUjo,miwuki,0
Kira,Female,Adult,Small,Dog,"Good at home, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Independent, Playful, Obedient, Likes to walk",Miguel L.Particular,"Barcelona, España",6 kg,Medium,Historia no disponible,https://petshelter.miwuki.com/c/LO4EseKcct,miwuki,0
Santa,Female,Senior,Medium,Dog,"Good at home, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Playful, Likes to walk",Spax Protectora De Animales De XàtivaProtectora,"Valencia, España",10 kg,Medium,"Santa fue encontrada husmeando entre contenedores y un voluntario la trajo al refugio. Se notaba que acababa de ser mamá, pues aún tenía leche. Probablemente se quedaron con los cachorros y se deshicieron de la madre. Estaba desnutrida y pasó varias semanas con delicado estado de salud. Ya está totalmente recuperada y es una perrita muy noble y cariñosa. Está muy agradecida y se nota por los lametazos que nos da y lo bien que se porta en el refugio. Con los demás perros se lleva fenomenal. Tiene un pelaje atigrado precioso. Se entrega con chip, pasaporte europeo, vacuna antirrábica, esterilizada y con contrato de adopción.",https://petshelter.miwuki.com/c/xrUKoKcQXS,miwuki,0
Narco,Male,Adult,Large,Dog,"Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Obedient",ImanimaliaProtectora,"Castellón, España",40 kg,Medium,encontrado en una casa solo,https://petshelter.miwuki.com/c/njokXUWRxY,miwuki,2
Tamara,Male,Puppy,Small,Dog,"Good with cats, Good with other animals, Good with other dogs, Good with people, Affectionate, Playful, Likes to walk",TamaraProtectora,"Baleares, España",kg,Medium,Hago muchas más horas en el trabajo y no puedo atenderlo,https://petshelter.miwuki.com/c/5o7hZ35xBi,miwuki,2
Layla,Female,Young,Medium,Dog,"Good with other dogs, Good with people",Apa Patitas PerrigatunasProtectora,"Madrid, España",37 kg,Medium,"Fecha nacimiento: 10-06-2012
Raza: Pitbull
Peso: 22 kilos
Tamaño: Mediano
Caracter: Buena, cariñosa, sociable con personas, no bien con perros, ni con gatos.
Castrada: Si
Vacunas: Todas al día
Historia: Nuestra pequeña Layla... Su dueña falleció y ninguno de su familia se quiso quedar con ella. La llevaron a la perrera donde se estaba dejando morir, hasta se le caía el pelo del estrés. Ahora esta en residencia, no es sociable con perros, ni con gatos. Queremos encontrarla un hogar para sus últimos años de vida.",https://petshelter.miwuki.com/c/ZXFRAob5SM,miwuki,2
Iker,Male,Young,Small,Dog,"Good at home, Good with children, Good with other dogs, Good with people, Affectionate, Sleepy, Playful, Shy",Eva R.Particular,"Córdoba, España",9.5 kg,Low,Mis hermanos y yo nacimos porque el dueño de mi mamá no fue responsable con ella y dejó que tuviera crías y así llegamos al mundo.   Querían deshacerse de nosotros de una manera cruel pero unas buenas personas nos acogieron para buscarnos familia.   Quieres que forme parte de tu hogar? Soy juguetón y tranquilo.,https://petshelter.miwuki.com/c/X4qV8zYh6l,miwuki,2
Atos,Male,Young,Giant,Dog,Affectionate,Albergue Canino Municipal PonferradaProtectora,"León, España",40 kg,Undetermined,Historia no disponible,https://petshelter.miwuki.com/c/IcRS8YIEAV,miwuki,2
Peggy,Female,Young,Small,Dog,"Good with other dogs, Good with people, Affectionate, Independent",Huellitas en el CorazónProtectora,"Guanajuato, México",20 kg,High,"Es una perrita muy jeguetona, le gustan las pelotas y correr. Convive con otros perros aunque tiene carácter de perro alfa. Es de pelo corto, tiene la cabeza en color negro, con cejas y mejillas en color café el resto del cuerpo es color blanco con manchas como dalmata en negro. Se entrega desparacitada interna y externamente, esterilizada y vacunada contra la rabia.",https://petshelter.miwuki.com/c/UwG44xzpxi,miwuki,2
Rodolfo,Male,Adult,Small,Dog,"Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk, Shy",Ciudad Animal Refugio Animales AbandonadosProtectora,"Ciudad Real, España",10 kg,Medium,"Rodolfo ha llegado a la protectora hace poquito, tiene un poco de miedo aún pero sólo es cuestión de tiempo que entienda que aquí está seguro y que vamos a cuidar de él, aquí no tienes nada que temer pequeñajo. Aprendería antes en una casita por eso ya le estamos buscando familia desde yaaa!

Tiene unos seis añitos, es de tamaño pequeño-mediano (9-11 kilos), se lleva bien con otros perros, ya sean hembras o machos. Ha dado positivo en leishmania pero la tiene controlada, ya está tomando su tratamiento. Ya sábeis que la leishmania no impide que hagan una vida totalmente normal, sólo hay que controlarla y hacerle sus revisiones.

Rodolfo sólo necesita una oportunidad y que ésta vez sea para el resto de sus días. ¿ Te animas?

#protectoradeanimales #galgos #perrosenadopción #amorporlosanimales

Está en un pueblo de Ciudad Real. Se entrega con todo el protocolo de adopción: Chip, pasaporte, vacunas al dia, desparasitado, esterilizado, con sus analíticas hechas y contrato de adopción o acogida.
Contacto: ciudadanimal@gmail.com 
 
PERROS EN ADOPCIÓN: http://www.ciudadanimal.org/perros-en-adopcion-lista.html
GALGOS EN ADOPCIÓN : http://www.ciudadanimal.org/galgos-en-adopcion-lista.html
 
¿QUIERES AYUDARNOS? Puedes colaborar con nosotros de distintas formas:

    Por BIZUM: Poniendo el Código ong: 03287
    Teléfono: 675609805
    Por Teaming, donando un euro al mes desde nuestro Grupo Teaming: https://www.teaming.net/ciudadanimal
    Por Paypal: proapeloli@gmail.com
    Haciendo un donativo en nuestra cuenta bancaria:
    REFUGIO ANIMALES ABANDONADOS CIUDAD ANIMAL
    Banco: Eurorural caja
    IBAN ES9830810621543218001224
    BIC ERSVES22XXX",https://petshelter.miwuki.com/c/gVHxNJtFl4,miwuki,0
